job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level
1869,Truck Driver,Technology,UK,2021,57.7,65.43,17.76,49100.1,53314.73,8.58,8.65,90.32,64.37,1
1870,Teacher,Retail,Germany,2021,46.78,43.63,98.0,68363.48,69857.7,2.19,21.69,64.77,39.35,3
1871,Financial Analyst,Finance,Japan,2020,77.54,79.76,93.78,30910.97,36091.4,16.76,10.61,77.06,90.5,3
1872,Financial Analyst,Technology,UK,2022,10.31,8.25,47.23,33515.24,31117.19,-7.16,4.55,56.98,38.0,4
1873,Teacher,Healthcare,India,2021,13.13,12.26,39.14,148790.58,152060.37,2.2,-9.34,98.86,79.2,5
1874,Teacher,Energy,India,2023,79.54,94.43,48.95,113565.1,111908.82,-1.46,-4.65,82.81,50.53,2
1875,Accountant,Manufacturing,Canada,2023,59.19,65.01,25.35,135083.92,115494.55,-14.5,2.99,87.89,41.78,4
1876,Accountant,Retail,Germany,2024,62.52,63.72,38.19,127185.17,104353.79,-17.95,18.86,19.86,89.54,4
1877,HR Manager,Manufacturing,USA,2021,12.48,14.3,36.0,106720.65,122827.36,15.09,8.82,78.18,52.56,4
1878,Data Analyst,Transportation,Germany,2024,43.73,48.24,84.1,121417.57,116560.17,-4.0,4.45,42.64,12.78,3
1879,Marketing Specialist,Energy,Japan,2023,18.5,16.88,5.34,112621.46,118277.7,5.02,-11.22,96.82,87.56,5
1880,Software Engineer,Finance,Canada,2025,61.32,53.37,26.49,39167.2,32958.23,-15.85,8.56,31.91,99.07,4
1881,Mechanical Engineer,Retail,Singapore,2024,62.97,71.46,57.2,134521.71,140961.02,4.79,6.56,35.32,59.53,2
1882,Teacher,Manufacturing,UK,2024,58.31,55.81,87.97,147576.38,111266.16,-24.6,3.6,52.47,85.27,4
1883,Truck Driver,Transportation,UK,2025,70.18,57.4,54.22,32076.01,29884.0,-6.83,16.09,52.48,79.87,5
1884,Data Analyst,Transportation,USA,2021,5.0,4.32,39.8,57591.02,56531.41,-1.84,10.06,36.74,23.41,2
1885,HR Manager,Retail,India,2025,68.11,73.0,23.62,75239.26,99948.72,32.84,12.83,89.99,38.06,2
1886,Truck Driver,Transportation,Brazil,2020,88.6,86.52,74.64,141630.52,140021.85,-1.14,-9.47,48.84,64.09,3
1887,Data Analyst,Finance,Brazil,2026,66.13,55.88,45.19,53089.32,47984.94,-9.61,4.48,80.68,69.71,3
1888,Teacher,Energy,UK,2022,34.83,40.22,97.58,96942.46,79902.04,-17.58,10.71,62.61,43.96,2
1889,Financial Analyst,Technology,Japan,2020,31.15,25.76,25.27,53742.56,65964.12,22.74,14.4,64.77,38.82,1
1890,Truck Driver,Transportation,Australia,2025,54.49,61.77,47.62,148532.8,177832.08,19.73,-2.96,14.53,65.33,4
1891,Customer Support Rep,Transportation,USA,2020,84.6,99.57,99.73,63861.44,54709.84,-14.33,26.92,60.74,15.75,3
1892,Data Analyst,Healthcare,Australia,2025,59.93,69.75,44.97,63651.58,66337.48,4.22,-3.25,38.1,90.95,4
1893,Truck Driver,Energy,India,2020,71.97,76.16,55.94,35493.16,36144.3,1.83,11.19,99.47,53.74,5
1894,Customer Support Rep,Energy,UK,2023,74.71,61.45,63.17,121757.95,130296.3,7.01,12.23,30.37,97.54,3
1895,Accountant,Healthcare,USA,2024,79.66,66.14,93.64,64733.9,57709.15,-10.85,17.69,97.1,10.15,1
1896,Accountant,Retail,India,2024,44.84,43.55,32.6,107464.08,111760.28,4.0,-1.81,98.25,80.46,4
1897,Accountant,Finance,USA,2025,70.2,66.26,32.49,92045.8,83058.22,-9.76,14.75,74.3,55.51,3
1898,Accountant,Energy,Australia,2021,17.62,20.66,45.23,118133.67,147705.34,25.03,5.24,37.25,20.04,2
1899,Software Engineer,Manufacturing,Japan,2025,37.98,37.07,39.01,110708.06,108185.2,-2.28,5.96,40.49,41.18,1
1900,Financial Analyst,Finance,Singapore,2025,16.78,15.01,5.16,149549.05,143740.4,-3.88,7.23,11.82,71.93,3
1901,Truck Driver,Technology,USA,2020,55.74,62.14,92.35,101916.05,107563.65,5.54,-1.14,96.02,58.02,4
1902,Customer Support Rep,Manufacturing,Australia,2021,72.74,68.01,38.15,118158.54,120446.92,1.94,11.42,81.09,17.16,2
1903,Data Analyst,Technology,Singapore,2020,14.84,15.03,17.66,106199.41,116173.69,9.39,-1.71,82.73,46.38,1
1904,Mechanical Engineer,Manufacturing,India,2021,22.66,23.99,99.28,104710.91,94083.62,-10.15,-0.99,83.17,84.48,1
1905,Accountant,Healthcare,USA,2023,28.1,26.14,23.62,139005.91,168992.48,21.57,5.37,47.39,63.1,5
1906,Data Analyst,Education,Australia,2024,27.01,25.28,63.45,100927.45,93033.11,-7.82,0.39,43.17,41.52,2
1907,Marketing Specialist,Manufacturing,Brazil,2023,54.01,62.96,3.62,59239.32,59301.45,0.1,-9.0,48.67,72.9,4
1908,Data Analyst,Manufacturing,Germany,2020,16.97,17.61,88.39,139281.33,136627.67,-1.91,7.91,27.78,0.65,3
1909,Mechanical Engineer,Healthcare,USA,2023,59.48,69.89,18.69,106433.23,108533.93,1.97,6.14,68.22,97.03,3
1910,Software Engineer,Transportation,Germany,2023,24.13,22.68,54.3,76020.23,82312.1,8.28,13.44,41.05,52.23,2
1911,Data Analyst,Retail,Australia,2020,25.2,20.32,56.24,44851.28,45459.1,1.36,2.77,10.86,95.9,1
1912,Customer Support Rep,Transportation,Canada,2026,61.07,72.87,5.8,100023.55,109845.97,9.82,0.69,42.51,26.05,5
1913,Truck Driver,Finance,Brazil,2026,85.03,80.77,1.68,76834.69,67240.63,-12.49,12.85,48.88,5.67,5
1914,Accountant,Retail,India,2024,51.17,56.41,41.33,80427.92,79910.68,-0.64,-7.13,57.63,94.89,3
1915,Teacher,Healthcare,Australia,2021,15.13,15.73,52.65,91947.97,89386.44,-2.79,8.53,13.67,67.23,3
1916,Truck Driver,Finance,Australia,2020,49.16,39.67,25.14,67119.21,59497.17,-11.36,9.05,47.17,48.25,5
1917,Marketing Specialist,Energy,Singapore,2024,42.15,50.14,4.55,144116.18,163523.92,13.47,8.73,48.74,45.38,2
1918,Financial Analyst,Technology,Germany,2020,71.55,82.88,23.87,53909.03,58993.5,9.43,4.91,39.01,65.2,5
1919,Data Analyst,Retail,Germany,2025,49.57,55.1,56.39,78294.62,79026.35,0.93,8.92,75.57,34.5,4
1920,Customer Support Rep,Finance,USA,2021,71.9,64.93,24.51,115766.66,138727.52,19.83,7.32,34.25,59.87,3
1921,Truck Driver,Retail,Germany,2021,56.08,58.25,29.09,115854.12,108682.88,-6.19,12.89,37.06,66.12,4
1922,Customer Support Rep,Technology,Germany,2025,73.69,79.71,68.27,77136.93,65899.17,-14.57,-1.25,24.12,69.26,5
1923,Truck Driver,Education,UK,2022,31.52,37.04,82.67,132900.69,130414.46,-1.87,13.32,86.2,15.81,3
1924,Software Engineer,Transportation,Canada,2026,5.0,5.57,7.48,148622.96,165662.16,11.46,12.91,32.12,67.39,1
1925,Customer Support Rep,Education,Australia,2021,28.03,31.81,16.96,113682.97,99115.46,-12.81,4.28,75.65,23.76,2
1926,Financial Analyst,Technology,Germany,2026,33.97,34.89,28.5,75358.57,71872.27,-4.63,9.55,17.4,32.84,2
1927,Marketing Specialist,Transportation,Brazil,2022,39.71,40.38,37.24,124789.4,123814.69,-0.78,-0.27,44.4,64.76,2
1928,Truck Driver,Technology,India,2026,92.64,93.02,98.69,66269.93,55593.82,-16.11,-4.2,18.73,43.27,4
1929,Data Analyst,Manufacturing,USA,2025,23.67,20.1,29.61,136372.33,151079.08,10.78,-4.98,65.08,42.72,2
1930,Customer Support Rep,Healthcare,India,2021,41.73,39.55,59.21,72090.39,69629.91,-3.41,2.46,89.18,44.03,5
1931,Financial Analyst,Manufacturing,Germany,2024,53.76,53.56,87.26,95632.18,103332.87,8.05,4.64,74.77,11.15,1
1932,Teacher,Energy,Canada,2021,22.44,25.02,83.59,95422.9,115174.94,20.7,13.54,49.52,68.02,2
1933,Customer Support Rep,Transportation,UK,2024,32.59,38.61,75.02,105740.9,96262.99,-8.96,0.14,46.84,66.16,2
1934,HR Manager,Retail,Japan,2025,54.36,51.81,61.33,127649.8,127066.3,-0.46,0.61,78.27,54.61,2
1935,HR Manager,Energy,India,2022,55.6,55.97,99.19,36554.58,33272.19,-8.98,4.8,24.38,38.3,4
1936,Teacher,Healthcare,Japan,2023,20.89,24.76,94.68,70333.16,74020.23,5.24,26.7,83.4,62.74,4
1937,Financial Analyst,Transportation,UK,2026,10.02,11.07,74.68,91166.72,113032.6,23.98,10.31,99.69,29.88,4
1938,Software Engineer,Transportation,Singapore,2026,22.72,19.84,89.59,119338.61,127673.52,6.98,9.6,14.33,50.5,1
1939,HR Manager,Healthcare,Brazil,2025,58.9,59.91,66.66,128144.89,141338.26,10.3,1.29,24.66,27.09,2
1940,HR Manager,Transportation,Japan,2022,13.03,12.33,37.99,126632.47,116467.41,-8.03,24.43,68.69,5.28,4
1941,HR Manager,Transportation,Brazil,2024,22.62,23.77,64.14,122896.16,142048.1,15.58,-1.79,71.56,96.34,4
1942,Data Analyst,Education,UK,2025,15.06,15.37,60.18,149837.75,151498.49,1.11,-9.26,41.16,52.59,4
1943,Customer Support Rep,Healthcare,Germany,2020,41.25,33.78,57.26,70302.52,66458.11,-5.47,-4.88,14.44,95.04,1
1944,Financial Analyst,Education,Japan,2023,50.68,57.06,42.31,138397.76,175483.22,26.8,-1.05,54.26,73.33,4
1945,Teacher,Education,Singapore,2023,49.67,45.13,14.55,102734.93,93260.51,-9.22,4.75,45.61,51.48,3
1946,Marketing Specialist,Finance,Singapore,2020,67.88,56.37,34.85,128718.73,111576.65,-13.32,14.41,86.08,49.33,1
1947,Teacher,Healthcare,Germany,2026,44.88,53.44,94.71,73023.92,70004.15,-4.14,-3.53,12.74,2.08,4
1948,HR Manager,Education,Brazil,2025,37.69,44.33,87.14,91373.14,90332.61,-1.14,5.15,29.4,2.48,4
1949,Mechanical Engineer,Technology,Singapore,2023,62.82,53.91,86.9,107198.92,100990.72,-5.79,0.42,66.49,90.08,2
1950,Customer Support Rep,Energy,USA,2026,75.29,70.72,58.74,67291.4,58777.61,-12.65,23.86,65.63,34.16,3
1951,Software Engineer,Healthcare,Canada,2024,5.0,4.79,93.05,105156.13,95645.81,-9.04,-3.16,36.74,57.72,4
1952,Accountant,Retail,Germany,2024,48.13,47.96,71.75,67984.53,64000.97,-5.86,10.09,80.44,66.38,5
1953,Accountant,Technology,India,2026,57.82,57.4,66.7,39575.65,40546.34,2.45,-6.22,76.55,7.63,1
1954,Teacher,Transportation,India,2024,74.45,88.56,60.6,87749.21,80390.36,-8.39,16.79,54.39,91.62,2
1955,Teacher,Healthcare,Singapore,2022,76.9,90.03,26.24,57896.28,54897.45,-5.18,-12.86,38.28,37.42,3
1956,Financial Analyst,Transportation,Canada,2025,53.44,59.06,73.56,127730.83,129863.52,1.67,19.61,62.03,5.26,4
1957,Data Analyst,Finance,Australia,2026,17.87,18.86,85.92,140038.01,183402.02,30.97,5.29,84.97,53.76,2
1958,HR Manager,Manufacturing,Singapore,2025,46.18,53.66,78.99,139088.7,140898.66,1.3,-10.04,85.82,11.11,3
1959,Software Engineer,Healthcare,Japan,2020,55.63,48.57,80.81,103440.11,102193.65,-1.21,-8.87,71.37,63.39,1
1960,Data Analyst,Transportation,Brazil,2023,29.91,34.68,51.93,90704.08,91748.55,1.15,-8.12,82.32,21.55,3
1961,Teacher,Healthcare,UK,2022,46.92,42.05,75.97,97720.94,110524.29,13.1,13.65,59.43,38.44,2
1962,Accountant,Manufacturing,Japan,2021,55.37,64.41,41.67,67729.2,59826.41,-11.67,-15.15,16.62,49.84,5
1963,Data Analyst,Energy,Germany,2021,34.6,35.83,36.28,103572.91,98082.62,-5.3,5.97,97.23,70.59,2
1964,Software Engineer,Healthcare,Germany,2022,23.52,20.2,14.34,50129.33,59428.91,18.55,8.78,84.53,79.15,4
1965,Truck Driver,Finance,UK,2020,86.78,103.0,43.91,144040.26,139420.22,-3.21,6.67,71.36,68.67,3
1966,Data Analyst,Transportation,India,2022,63.41,60.19,58.49,31462.51,29972.68,-4.74,3.18,56.97,81.74,1
1967,Mechanical Engineer,Technology,Germany,2023,24.45,24.72,20.4,44482.62,40794.37,-8.29,5.22,62.86,3.13,4
1968,Data Analyst,Technology,USA,2022,7.47,7.62,59.14,33478.43,37443.28,11.84,7.57,75.01,13.12,1
1969,Marketing Specialist,Technology,India,2021,51.47,55.02,3.72,132641.72,139904.21,5.48,12.26,67.01,67.86,5
1970,Software Engineer,Transportation,Brazil,2026,56.45,60.12,32.77,75115.33,76295.38,1.57,5.69,73.56,99.39,3
1971,Truck Driver,Energy,Australia,2024,73.13,59.51,82.7,64155.59,52204.28,-18.63,-0.35,34.17,43.14,4
1972,Mechanical Engineer,Education,Australia,2022,36.51,38.46,81.32,65650.64,69891.97,6.46,-6.08,70.33,90.11,2
1973,Mechanical Engineer,Transportation,Singapore,2024,11.12,12.69,52.1,104556.25,103079.48,-1.41,-3.57,30.46,25.42,1
1974,Mechanical Engineer,Education,India,2020,45.29,50.95,74.38,100920.0,77118.38,-23.58,17.79,97.54,56.02,4
1975,Teacher,Healthcare,USA,2024,27.78,24.78,61.14,92739.3,102043.96,10.03,17.66,16.19,36.21,1
1976,Financial Analyst,Retail,Germany,2022,75.48,86.42,28.55,48847.07,38819.83,-20.53,-2.25,71.4,96.64,4
1977,Marketing Specialist,Energy,Brazil,2023,35.41,29.21,89.76,34553.97,35009.22,1.32,8.62,94.75,19.97,2
1978,Software Engineer,Education,USA,2025,5.0,4.98,45.06,69779.07,62993.4,-9.72,9.66,76.09,72.7,3
1979,Software Engineer,Education,Japan,2021,29.75,34.81,16.7,62080.51,52721.88,-15.07,14.92,24.74,4.01,5
1980,Truck Driver,Transportation,India,2022,36.67,35.99,24.72,61077.86,61340.65,0.43,15.67,75.63,3.57,4
1981,Truck Driver,Finance,Singapore,2022,50.56,50.14,18.64,44422.98,43423.82,-2.25,-1.27,96.25,8.32,5
1982,Customer Support Rep,Healthcare,Brazil,2024,70.05,83.29,97.82,86546.8,82826.73,-4.3,0.13,90.06,91.17,5
1983,Software Engineer,Healthcare,Japan,2026,42.55,47.08,73.99,109418.59,115173.4,5.26,14.28,58.06,23.7,1
1984,HR Manager,Energy,UK,2023,62.07,61.41,29.48,126233.55,130939.47,3.73,6.68,24.89,64.92,1
1985,Truck Driver,Manufacturing,Germany,2021,42.1,48.89,9.95,108739.42,102377.47,-5.85,16.74,95.87,85.07,2
1986,Data Analyst,Finance,Singapore,2025,20.62,16.56,29.67,63757.26,63428.39,-0.52,-2.72,59.35,9.29,1
1987,Accountant,Education,Singapore,2026,36.42,33.76,53.61,109342.91,101179.77,-7.47,9.18,83.17,67.85,3
1988,Customer Support Rep,Retail,Japan,2025,87.24,85.47,89.39,133892.89,106599.54,-20.38,-5.56,93.95,71.52,1
1989,Accountant,Energy,India,2026,74.98,83.88,60.93,43902.33,41163.53,-6.24,2.23,73.68,73.4,3
1990,Customer Support Rep,Finance,Australia,2023,44.98,41.34,46.89,32614.67,30468.96,-6.58,15.41,86.84,80.26,4
1991,Financial Analyst,Transportation,Germany,2021,56.3,52.35,51.63,83379.51,91169.76,9.34,0.68,53.52,83.27,3
1992,Data Analyst,Retail,India,2020,7.37,6.31,97.73,100532.22,132567.56,31.87,18.44,29.37,71.87,1
1993,Mechanical Engineer,Manufacturing,India,2024,15.93,16.4,57.08,139702.61,123992.75,-11.25,5.81,61.55,9.13,3
1994,Accountant,Education,Singapore,2024,24.27,19.71,51.33,40143.91,43156.59,7.5,4.47,74.78,7.74,1
1995,HR Manager,Technology,Brazil,2021,25.69,27.48,89.47,33950.23,34835.16,2.61,18.18,59.15,95.78,4
1996,Teacher,Education,Australia,2026,62.34,71.07,35.4,96523.68,81529.15,-15.53,15.05,61.32,23.67,2
1997,Financial Analyst,Manufacturing,India,2023,20.04,19.03,73.93,139942.46,169475.11,21.1,-1.25,19.27,90.45,1
1998,Financial Analyst,Energy,Australia,2021,49.8,55.39,79.44,60777.66,64216.09,5.66,5.36,18.07,68.3,3
1999,Customer Support Rep,Energy,Japan,2021,92.36,84.99,86.14,142038.91,130309.52,-8.26,12.59,40.06,3.58,5
2000,HR Manager,Healthcare,USA,2024,68.2,77.74,63.27,72303.34,73179.53,1.21,2.97,75.39,91.26,3
2001,HR Manager,Finance,Canada,2026,61.14,69.18,74.6,105682.46,115020.82,8.84,3.4,68.59,39.84,5
2002,Truck Driver,Manufacturing,Japan,2022,30.84,28.26,54.37,63076.24,64015.37,1.49,-10.15,25.28,80.04,4
2003,Software Engineer,Education,UK,2026,33.91,34.91,14.74,68949.16,77760.01,12.78,1.27,79.31,22.3,2
2004,Customer Support Rep,Technology,UK,2026,68.13,61.14,98.82,144254.87,169952.42,17.81,10.67,82.13,72.1,4
2005,Teacher,Retail,UK,2020,58.99,69.81,59.65,106356.32,111032.49,4.4,14.04,75.96,23.42,5
2006,Teacher,Education,Singapore,2025,35.99,30.91,50.58,84687.29,79234.51,-6.44,16.11,84.84,61.51,4
2007,Mechanical Engineer,Transportation,Singapore,2020,58.79,53.96,54.86,106084.44,114468.81,7.9,6.7,90.84,97.1,5
2008,HR Manager,Retail,Germany,2025,56.72,67.43,83.25,62499.86,53086.86,-15.06,0.82,10.38,18.8,5
2009,Teacher,Finance,UK,2022,10.28,11.19,42.55,67508.97,71843.35,6.42,10.05,97.78,64.2,5
2010,Software Engineer,Retail,Japan,2025,32.31,29.79,22.23,55551.11,58881.84,6.0,-3.61,41.72,45.73,2
2011,Marketing Specialist,Healthcare,Japan,2025,20.4,19.63,10.32,93965.19,94947.53,1.05,3.55,60.99,72.4,4
2012,HR Manager,Healthcare,Germany,2021,39.3,37.43,9.82,92862.67,65297.61,-29.68,18.5,76.65,83.25,2
2013,Software Engineer,Education,India,2025,52.56,45.07,62.21,39638.77,35989.69,-9.21,20.16,21.92,86.21,2
2014,Teacher,Transportation,UK,2020,52.98,49.9,3.07,94477.23,96055.03,1.67,12.33,97.45,13.65,1
2015,Mechanical Engineer,Energy,UK,2020,49.78,55.72,52.55,40927.96,48363.73,18.17,18.48,75.58,76.12,1
2016,Financial Analyst,Education,Singapore,2021,63.95,68.14,21.58,78508.29,79050.03,0.69,-3.18,38.13,22.54,4
2017,Customer Support Rep,Technology,India,2021,60.41,62.97,0.98,123624.79,128098.87,3.62,-7.22,48.4,33.48,4
2018,Truck Driver,Retail,UK,2025,64.59,71.89,2.31,146328.01,155087.14,5.99,12.39,78.43,38.91,4
2019,Data Analyst,Energy,Singapore,2022,52.61,50.23,89.87,51266.69,53534.22,4.42,-12.89,38.73,42.42,4
2020,Mechanical Engineer,Technology,India,2020,44.47,50.81,52.32,73495.18,69547.28,-5.37,-9.84,56.42,74.61,1
2021,Data Analyst,Energy,Brazil,2021,8.47,7.53,37.97,73247.81,82659.54,12.85,0.26,39.17,50.19,1
2022,Marketing Specialist,Energy,Canada,2025,53.67,47.92,71.87,95653.36,108499.19,13.43,2.69,31.91,88.32,1
2023,Marketing Specialist,Healthcare,Singapore,2023,49.27,51.43,87.51,128109.92,146619.89,14.45,10.8,49.0,54.74,4
2024,HR Manager,Healthcare,India,2022,14.34,11.99,82.94,37160.6,38874.55,4.61,-0.15,10.1,28.24,1
2025,Financial Analyst,Healthcare,Singapore,2026,50.88,52.83,77.72,90711.15,106885.99,17.83,5.74,54.88,60.85,1
2026,Teacher,Energy,India,2024,72.84,69.97,38.51,30425.88,29349.44,-3.54,5.85,55.37,80.42,5
2027,Financial Analyst,Finance,Germany,2025,48.49,44.03,78.62,62366.04,66707.9,6.96,19.71,25.3,90.51,1
2028,Accountant,Healthcare,USA,2024,24.05,28.75,0.73,61618.01,67210.04,9.08,15.9,81.31,25.67,4
2029,Mechanical Engineer,Finance,USA,2021,41.1,43.72,43.98,113679.09,103993.96,-8.52,7.96,80.29,72.07,5
2030,Customer Support Rep,Healthcare,India,2024,70.91,61.13,26.8,77181.24,70013.14,-9.29,-2.51,82.48,63.82,3
2031,Software Engineer,Finance,India,2024,39.58,35.24,91.81,52941.96,46712.29,-11.77,11.29,28.34,32.46,3
2032,Mechanical Engineer,Healthcare,Singapore,2025,10.5,11.26,26.87,127821.99,123783.27,-3.16,-17.2,96.91,24.22,1
2033,Customer Support Rep,Retail,USA,2024,75.49,83.19,22.1,90119.62,101018.41,12.09,-1.66,66.02,47.6,3
2034,Financial Analyst,Energy,UK,2024,64.56,57.72,75.36,133844.92,137619.35,2.82,8.76,46.72,98.18,4
2035,Mechanical Engineer,Education,Brazil,2024,36.57,38.6,16.11,147653.87,162736.09,10.21,13.22,15.92,76.34,2
2036,Data Analyst,Technology,Germany,2020,54.23,57.96,29.19,88762.81,88121.12,-0.72,-4.91,31.94,34.91,2
2037,Accountant,Retail,Germany,2021,21.38,19.07,7.66,140388.16,107009.9,-23.78,12.0,58.15,62.83,5
2038,Financial Analyst,Manufacturing,Australia,2022,74.53,64.95,29.56,147094.72,144109.82,-2.03,4.45,23.29,2.63,2
2039,Marketing Specialist,Transportation,India,2024,79.29,72.28,92.35,149506.35,143212.35,-4.21,5.9,17.34,48.16,3
2040,HR Manager,Transportation,UK,2023,38.43,40.06,43.88,142089.22,169097.99,19.01,8.41,90.68,14.69,4
2041,Data Analyst,Retail,Singapore,2025,16.08,13.56,13.96,91510.08,84492.45,-7.67,-12.85,98.42,15.67,2
2042,Financial Analyst,Manufacturing,India,2025,47.86,40.18,31.85,93303.11,92022.88,-1.37,10.63,15.84,38.82,3
2043,Customer Support Rep,Education,Brazil,2024,35.2,31.4,61.81,38090.86,46881.05,23.08,-2.44,47.97,1.91,2
2044,Teacher,Healthcare,Australia,2026,78.99,74.79,77.86,69077.58,52700.08,-23.71,-0.31,40.83,2.19,4
2045,Teacher,Technology,Germany,2020,35.2,40.69,69.04,47450.74,51751.41,9.06,7.11,73.0,14.87,3
2046,Data Analyst,Finance,Brazil,2023,60.75,55.93,45.41,93137.13,94171.58,1.11,-12.36,53.19,60.47,1
2047,Mechanical Engineer,Finance,Australia,2022,43.56,51.13,24.05,62882.96,72854.18,15.86,14.56,55.5,69.42,3
2048,Accountant,Manufacturing,Canada,2020,22.09,25.21,14.0,78097.49,78753.59,0.84,-2.89,70.28,94.12,1
2049,Teacher,Manufacturing,Singapore,2020,61.75,62.77,93.26,87412.42,105345.16,20.52,18.07,46.9,83.85,1
2050,Accountant,Retail,Japan,2020,22.96,23.47,72.22,138477.14,138800.97,0.23,15.27,67.88,39.42,5
2051,Mechanical Engineer,Retail,Brazil,2022,42.77,49.72,93.07,137449.69,135405.4,-1.49,9.81,56.68,77.91,5
2052,Data Analyst,Technology,UK,2022,39.35,47.11,45.57,115673.13,115331.8,-0.3,19.63,87.13,54.62,4
2053,Accountant,Education,Brazil,2024,38.82,32.73,39.34,118072.37,116285.95,-1.51,7.57,41.97,15.4,5
2054,Teacher,Energy,UK,2022,58.35,69.09,64.1,104049.18,95141.69,-8.56,6.11,75.66,60.2,1
2055,Financial Analyst,Healthcare,UK,2021,56.3,65.29,78.4,123709.83,112233.09,-9.28,6.93,51.32,78.76,4
2056,Marketing Specialist,Retail,USA,2025,11.94,9.82,6.72,117724.29,90484.54,-23.14,5.21,19.51,73.22,3
2057,Customer Support Rep,Transportation,Japan,2021,47.47,43.02,65.23,97081.31,110502.15,13.82,-8.44,34.41,79.48,4
2058,Mechanical Engineer,Energy,Brazil,2022,26.05,22.5,78.24,114947.04,113820.21,-0.98,4.19,85.46,77.66,3
2059,Teacher,Manufacturing,Canada,2025,32.91,34.99,12.42,90845.72,90382.93,-0.51,2.74,16.74,47.51,1
2060,HR Manager,Transportation,Australia,2026,39.52,38.64,4.53,73393.96,68432.99,-6.76,18.23,74.37,36.95,1
2061,Data Analyst,Finance,Germany,2020,29.63,30.38,95.07,43063.25,43461.08,0.92,1.0,95.42,98.97,2
2062,Marketing Specialist,Technology,India,2025,43.89,43.33,64.5,96676.17,105402.92,9.03,8.24,77.17,49.69,3
2063,Financial Analyst,Energy,USA,2023,42.33,44.69,45.57,84933.52,96160.72,13.22,4.53,35.09,52.26,5
2064,Accountant,Energy,Japan,2024,34.15,28.75,95.83,132560.86,135315.99,2.08,1.01,41.28,99.48,5
2065,Data Analyst,Transportation,USA,2024,21.17,18.96,56.79,130215.14,138186.35,6.12,-3.99,15.53,91.89,2
2066,Software Engineer,Transportation,Brazil,2025,5.68,6.62,49.08,83770.93,76511.59,-8.67,8.49,55.56,52.92,3
2067,Customer Support Rep,Technology,Japan,2021,61.01,62.71,1.87,115347.27,108081.71,-6.3,8.48,61.32,56.84,5
2068,Customer Support Rep,Healthcare,India,2022,72.77,60.7,62.65,63690.23,73583.59,15.53,5.4,73.51,11.89,2
2069,Financial Analyst,Education,USA,2023,51.38,61.02,15.68,132348.85,145530.2,9.96,12.36,35.38,28.79,4
2070,Teacher,Healthcare,Australia,2020,73.42,69.3,6.3,102071.6,104740.97,2.62,1.69,67.76,87.47,3
2071,Customer Support Rep,Finance,Canada,2022,79.94,67.54,38.11,122947.23,127897.79,4.03,4.3,76.22,1.55,4
2072,HR Manager,Retail,Germany,2020,71.6,60.17,14.05,118139.09,119442.58,1.1,16.08,36.01,35.13,5
2073,Teacher,Manufacturing,Canada,2025,34.0,31.64,24.29,103064.05,99993.82,-2.98,11.18,26.8,83.86,5
2074,Software Engineer,Energy,Japan,2020,51.92,60.87,16.55,47310.16,57886.0,22.35,13.09,53.22,59.9,3
2075,Software Engineer,Energy,Australia,2022,12.63,12.52,65.81,81924.77,77648.02,-5.22,24.19,40.02,30.36,3
2076,Data Analyst,Technology,Australia,2025,28.76,23.28,66.85,131412.68,125941.77,-4.16,3.67,98.81,26.37,2
2077,Teacher,Education,USA,2020,18.86,17.88,73.86,65269.99,53337.56,-18.28,21.17,20.6,33.03,4
2078,Truck Driver,Manufacturing,India,2024,75.74,79.13,11.98,49598.69,55142.0,11.18,10.02,41.45,59.53,5
2079,Accountant,Transportation,India,2023,21.95,20.29,2.03,122193.11,137157.36,12.25,1.17,73.75,82.87,1
2080,Accountant,Retail,Germany,2023,30.0,26.22,97.19,116079.33,131097.88,12.94,-2.75,17.02,56.73,4
2081,Mechanical Engineer,Retail,Australia,2023,40.04,32.31,23.6,64175.04,66012.2,2.86,-3.45,31.82,27.76,2
2082,Financial Analyst,Retail,India,2023,72.88,71.92,39.21,116864.52,141994.03,21.5,-5.05,38.67,77.24,4
2083,Accountant,Healthcare,Australia,2025,78.0,91.84,26.6,57160.59,56860.8,-0.52,10.8,28.75,70.7,4
2084,Software Engineer,Education,Germany,2020,19.91,18.06,87.92,49497.5,48946.32,-1.11,2.9,64.63,12.31,2
2085,HR Manager,Technology,UK,2023,43.01,45.2,84.87,57584.35,54366.44,-5.59,11.69,70.91,43.07,4
2086,Mechanical Engineer,Technology,UK,2025,18.03,19.57,21.78,51194.81,58222.58,13.73,-7.69,31.06,18.37,2
2087,Truck Driver,Retail,India,2023,25.7,25.41,42.86,58064.13,57486.1,-1.0,-1.28,80.94,71.53,4
2088,Financial Analyst,Energy,UK,2022,70.26,56.47,96.64,70969.47,55632.57,-21.61,0.79,42.02,84.23,4
2089,Financial Analyst,Transportation,UK,2020,62.25,74.5,61.35,85590.79,101160.42,18.19,9.68,46.61,54.77,1
2090,Software Engineer,Healthcare,UK,2022,65.98,57.18,29.24,48247.17,47108.63,-2.36,0.1,56.28,40.63,5
2091,Software Engineer,Manufacturing,USA,2025,5.0,5.91,95.29,63522.76,66976.2,5.44,21.02,31.37,26.22,3
